id_representation;id_spectacle;nom_spectacle;jour_representation;heure_representation;horraire_representation;id_cat_representation;date_representation;id_salle;nom_salle
R836;S026;HÉCUBE, PAS HÉCUBE;lundi;20h30;lundi 20h30;CH002;2026-03-27;SATR;13e art
R837;S026;HÉCUBE, PAS HÉCUBE;mardi;20h30;mardi 20h30;CH002;2026-03-28;SATR;13e art
R838;S026;HÉCUBE, PAS HÉCUBE;mercredi;20h30;mercredi 20h30;CH002;2026-03-29;SATR;13e art
R839;S026;HÉCUBE, PAS HÉCUBE;jeudi;20h30;jeudi 20h30;CH002;2026-03-29;SATR;13e art
R840;S026;HÉCUBE, PAS HÉCUBE;vendredi;20h30;vendredi 20h30;CH003;2026-03-31;SATR;13e art
R841;S026;HÉCUBE, PAS HÉCUBE;samedi;20h30;samedi 20h30;CH003;2026-04-01;SATR;13e art
R842;S026;HÉCUBE, PAS HÉCUBE;mardi;20h30;mardi 20h30;CH002;2026-04-01;SATR;13e art
R843;S026;HÉCUBE, PAS HÉCUBE;mercredi;20h30;mercredi 20h30;CH002;2026-04-03;SATR;13e art
R844;S026;HÉCUBE, PAS HÉCUBE;jeudi;20h30;jeudi 20h30;CH002;2026-04-07;SATR;13e art
R845;S026;HÉCUBE, PAS HÉCUBE;vendredi;20h30;vendredi 20h30;CH003;2026-04-08;SATR;13e art
R846;S026;HÉCUBE, PAS HÉCUBE;samedi;20h30;samedi 20h30;CH003;2026-04-09;SATR;13e art
R847;S026;HÉCUBE, PAS HÉCUBE;lundi;20h30;lundi 20h30;CH002;2026-04-11;SATR;13e art
R848;S026;HÉCUBE, PAS HÉCUBE;mardi;20h30;mardi 20h30;CH002;2026-04-11;SATR;13e art
R849;S026;HÉCUBE, PAS HÉCUBE;mercredi;20h30;mercredi 20h30;CH002;2026-04-12;SATR;13e art
R850;S026;HÉCUBE, PAS HÉCUBE;jeudi;20h30;jeudi 20h30;CH002;2026-04-14;SATR;13e art
R851;S026;HÉCUBE, PAS HÉCUBE;vendredi;20h30;vendredi 20h30;CH003;2026-04-15;SATR;13e art
R852;S027;LE TARTUFFE OU L’HYPOCRITE;jeudi;19h00;jeudi 19h00;CH001;2026-05-14;SGHV;Grande Halle de La Villette
R853;S027;LE TARTUFFE OU L’HYPOCRITE;vendredi;20h00;vendredi 20h00;CH001;2026-05-15;SGHV;Grande Halle de La Villette
R854;S027;LE TARTUFFE OU L’HYPOCRITE;samedi;18h00;samedi 18h00;CH001;2026-05-16;SGHV;Grande Halle de La Villette
R855;S027;LE TARTUFFE OU L’HYPOCRITE;mardi;20h00;mardi 20h00;CH001;2026-05-21;SGHV;Grande Halle de La Villette
R856;S027;LE TARTUFFE OU L’HYPOCRITE;mercredi;20h00;mercredi 20h00;CH001;2026-05-22;SGHV;Grande Halle de La Villette
R857;S027;LE TARTUFFE OU L’HYPOCRITE;jeudi;19h00;jeudi 19h00;CH001;2026-05-23;SGHV;Grande Halle de La Villette
R858;S027;LE TARTUFFE OU L’HYPOCRITE;vendredi;20h00;vendredi 20h00;CH001;2026-05-27;SGHV;Grande Halle de La Villette
R859;S027;LE TARTUFFE OU L’HYPOCRITE;samedi;18h00;samedi 18h00;CH001;2026-05-27;SGHV;Grande Halle de La Villette
R860;S027;LE TARTUFFE OU L’HYPOCRITE;mardi;20h00;mardi 20h00;CH001;2026-05-29;SGHV;Grande Halle de La Villette
R861;S027;LE TARTUFFE OU L’HYPOCRITE;mercredi;20h00;mercredi 20h00;CH001;2026-05-30;SGHV;Grande Halle de La Villette
R862;S027;LE TARTUFFE OU L’HYPOCRITE;jeudi;19h00;jeudi 19h00;CH001;2026-05-31;SGHV;Grande Halle de La Villette
R863;S027;LE TARTUFFE OU L’HYPOCRITE;vendredi;20h00;vendredi 20h00;CH001;2026-06-03;SGHV;Grande Halle de La Villette
R864;S027;LE TARTUFFE OU L’HYPOCRITE;samedi;18h00;samedi 18h00;CH001;2026-06-03;SGHV;Grande Halle de La Villette
R865;S027;LE TARTUFFE OU L’HYPOCRITE;mardi;20h00;mardi 20h00;CH001;2026-06-05;SGHV;Grande Halle de La Villette
R866;S027;LE TARTUFFE OU L’HYPOCRITE;mercredi;20h00;mercredi 20h00;CH001;2026-06-06;SGHV;Grande Halle de La Villette
R867;S027;LE TARTUFFE OU L’HYPOCRITE;jeudi;19h00;jeudi 19h00;CH001;2026-06-07;SGHV;Grande Halle de La Villette
R868;S027;LE TARTUFFE OU L’HYPOCRITE;vendredi;20h00;vendredi 20h00;CH001;2026-06-10;SGHV;Grande Halle de La Villette
R869;S027;LE TARTUFFE OU L’HYPOCRITE;samedi;18h00;samedi 18h00;CH001;2026-06-10;SGHV;Grande Halle de La Villette
R870;S027;LE TARTUFFE OU L’HYPOCRITE;mardi;20h00;mardi 20h00;CH001;2026-06-12;SGHV;Grande Halle de La Villette
R871;S027;LE TARTUFFE OU L’HYPOCRITE;mercredi;20h00;mercredi 20h00;CH001;2026-06-13;SGHV;Grande Halle de La Villette
R872;S027;LE TARTUFFE OU L’HYPOCRITE;jeudi;19h00;jeudi 19h00;CH001;2026-06-14;SGHV;Grande Halle de La Villette
R873;S027;LE TARTUFFE OU L’HYPOCRITE;vendredi;20h00;vendredi 20h00;CH001;2026-06-17;SGHV;Grande Halle de La Villette
R874;S027;LE TARTUFFE OU L’HYPOCRITE;samedi;18h00;samedi 18h00;CH001;2026-06-17;SGHV;Grande Halle de La Villette
R875;S027;LE TARTUFFE OU L’HYPOCRITE;mardi;20h00;mardi 20h00;CH001;2026-06-19;SGHV;Grande Halle de La Villette
R876;S027;LE TARTUFFE OU L’HYPOCRITE;mercredi;20h00;mercredi 20h00;CH001;2026-06-20;SGHV;Grande Halle de La Villette
R877;S027;LE TARTUFFE OU L’HYPOCRITE;jeudi;19h00;jeudi 19h00;CH001;2026-06-21;SGHV;Grande Halle de La Villette
R878;S027;LE TARTUFFE OU L’HYPOCRITE;vendredi;20h00;vendredi 20h00;CH001;2026-06-24;SGHV;Grande Halle de La Villette
R879;S027;LE TARTUFFE OU L’HYPOCRITE;samedi;18h00;samedi 18h00;CH001;2026-06-24;SGHV;Grande Halle de La Villette
R880;S027;LE TARTUFFE OU L’HYPOCRITE;mardi;20h00;mardi 20h00;CH001;2026-06-26;SGHV;Grande Halle de La Villette
R881;S027;LE TARTUFFE OU L’HYPOCRITE;mercredi;20h00;mercredi 20h00;CH001;2026-06-27;SGHV;Grande Halle de La Villette
R882;S027;LE TARTUFFE OU L’HYPOCRITE;jeudi;19h00;jeudi 19h00;CH001;2026-06-28;SGHV;Grande Halle de La Villette
R883;S027;LE TARTUFFE OU L’HYPOCRITE;vendredi;20h00;vendredi 20h00;CH001;2026-06-30;SGHV;Grande Halle de La Villette
R884;S027;LE TARTUFFE OU L’HYPOCRITE;samedi;18h00;samedi 18h00;CH001;2026-07-01;SGHV;Grande Halle de La Villette
R885;S027;LE TARTUFFE OU L’HYPOCRITE;mardi;20h00;mardi 20h00;CH001;2026-07-03;SGHV;Grande Halle de La Villette
R886;S027;LE TARTUFFE OU L’HYPOCRITE;mercredi;20h00;mercredi 20h00;CH001;2026-07-03;SGHV;Grande Halle de La Villette
R887;S027;LE TARTUFFE OU L’HYPOCRITE;jeudi;19h00;jeudi 19h00;CH001;2026-07-04;SGHV;Grande Halle de La Villette
R888;S027;LE TARTUFFE OU L’HYPOCRITE;vendredi;20h00;vendredi 20h00;CH001;2026-07-05;SGHV;Grande Halle de La Villette
R889;S027;LE TARTUFFE OU L’HYPOCRITE;samedi;18h00;samedi 18h00;CH001;2026-07-07;SGHV;Grande Halle de La Villette
